duplicate_group_id,duplicate_type,class_1,class_2,all_involved_classes,all_file_paths,shared_sha256_hash,perceptual_hash,sample_ids,conflict_status
EXACT-0163,exact,Satin,Silk,"[""Satin"", ""Silk""]","[""Satin/1010/im_2.png"", ""Silk/1010/im_2.png""]",debdde5bb2d278cc8472cc978d5e59e233982c07cd02b2e7a61b32bc614304a3,0084a296d7dee6e3,"[""1010""]",SAME_SAMPLE_DIFFERENT_LABEL
EXACT-0164,exact,Satin,Silk,"[""Satin"", ""Silk""]","[""Satin/1010/im_3.png"", ""Silk/1010/im_3.png""]",7cb8dd9c3fcdb925d35675bd0835191418d38141cc8774270265c507c0c0f65b,417f73b90d046dd0,"[""1010""]",SAME_SAMPLE_DIFFERENT_LABEL
EXACT-0165,exact,Satin,Silk,"[""Satin"", ""Silk""]","[""Satin/1010/im_4.png"", ""Silk/1010/im_4.png""]",8fdf3bf12486acea35640652cd371c48a6a645ff751e0e9ef07fe7cf65945e91,0955ca3cc56af534,"[""1010""]",SAME_SAMPLE_DIFFERENT_LABEL
EXACT-0166,exact,Satin,Silk,"[""Satin"", ""Silk""]","[""Satin/1011/im_1.png"", ""Silk/1011/im_1.png""]",c2d45c4a655ca5fa46ab3da7c2b5017bedd9151469ea99a14ce0140d0bd657ad,5533275c0d5929f4,"[""1011""]",SAME_SAMPLE_DIFFERENT_LABEL
EXACT-0167,exact,Satin,Silk,"[""Satin"", ""Silk""]","[""Satin/1011/im_2.png"", ""Silk/1011/im_2.png""]",004e60c22b4cfbc5ce6abf4c320e93647793c510f19417d95475b2f8401587d4,0082939f97d6978e,"[""1011""]",SAME_SAMPLE_DIFFERENT_LABEL
EXACT-0168,exact,Satin,Silk,"[""Satin"", ""Silk""]","[""Satin/1011/im_3.png"", ""Silk/1011/im_3.png""]",7a1d71de62a2309002ba86375dd4a699114b3dc3aa6e48dfc364f1ccdd454364,402d76b96c276993,"[""1011""]",SAME_SAMPLE_DIFFERENT_LABEL
EXACT-0169,exact,Satin,Silk,"[""Satin"", ""Silk""]","[""Satin/1011/im_4.png"", ""Silk/1011/im_4.png""]",ea3b97f6dcd10b2eab313479242c52c1a71a24f6d19ee41c21564dd1030d308b,0256e40df565951f,"[""1011""]",SAME_SAMPLE_DIFFERENT_LABEL
EXACT-0170,exact,Satin,Silk,"[""Satin"", ""Silk""]","[""Satin/1012/im_1.png"", ""Silk/1012/im_1.png""]",90df972552ba4e2ee6e0530ff945e04a9957ac8b38c41c4b7bf64206a70c76df,55ae22400f7b7e34,"[""1012""]",SAME_SAMPLE_DIFFERENT_LABEL
EXACT-0171,exact,Satin,Silk,"[""Satin"", ""Silk""]","[""Satin/1012/im_2.png"", ""Silk/1012/im_2.png""]",6fdca56a56bbaf3c93afac045581f5e743bec6e0a4b39bbeb4ff9c76e60442c7,00db378843f3e59c,"[""1012""]",SAME_SAMPLE_DIFFERENT_LABEL
EXACT-0172,exact,Satin,Silk,"[""Satin"", ""Silk""]","[""Satin/1012/im_3.png"", ""Silk/1012/im_3.png""]",06afd95490d7cbe551aeb2d3d4d8a199b54799550b1ae7035a53cecbdb78b846,400d552f57aa73b8,"[""1012""]",SAME_SAMPLE_DIFFERENT_LABEL
EXACT-0173,exact,Satin,Silk,"[""Satin"", ""Silk""]","[""Satin/1012/im_4.png"", ""Silk/1012/im_4.png""]",7a4a7a85fe2dcc0fc6636883c25df121308cc664706fda379e303bae460e2f56,011b7f0c727ba94c,"[""1012""]",SAME_SAMPLE_DIFFERENT_LABEL
EXACT-0174,exact,Satin,Silk,"[""Satin"", ""Silk""]","[""Satin/1013/im_1.png"", ""Silk/1013/im_1.png""]",dacddde8ab3a57e7a44f33717f6a3d5c2e3b0fd49377230e9ed6baf301291ae9,162327606d7c7cd8,"[""1013""]",SAME_SAMPLE_DIFFERENT_LABEL
EXACT-0175,exact,Satin,Silk,"[""Satin"", ""Silk""]","[""Satin/1013/im_2.png"", ""Silk/1013/im_2.png""]",ccc5fce1c8b6cceff40a1ea7c1b87bbcbdf9acbbfb380a32075f610120750e6c,14d7819893d09eb7,"[""1013""]",SAME_SAMPLE_DIFFERENT_LABEL
EXACT-0176,exact,Satin,Silk,"[""Satin"", ""Silk""]","[""Satin/1013/im_3.png"", ""Silk/1013/im_3.png""]",c3a2d02e75c056ca3ef80832ac4c8850ed5f976dea507f75675105a331aec792,458e775e0e471562,"[""1013""]",SAME_SAMPLE_DIFFERENT_LABEL
EXACT-0177,exact,Satin,Silk,"[""Satin"", ""Silk""]","[""Satin/1013/im_4.png"", ""Silk/1013/im_4.png""]",9a1c866756cc10a01442a8cd133c96bb41587e1222e631f10d26d314a00ba8ea,285dc376983ce925,"[""1013""]",SAME_SAMPLE_DIFFERENT_LABEL
EXACT-0178,exact,Satin,Silk,"[""Satin"", ""Silk""]","[""Satin/1014/im_1.png"", ""Silk/1014/im_1.png""]",a1bbc2e76525c64800ced4979e617f4eaaf2ca8af5e4902e5ebb31dfef5f3ae2,15cf27ca077de420,"[""1014""]",SAME_SAMPLE_DIFFERENT_LABEL
EXACT-0179,exact,Satin,Silk,"[""Satin"", ""Silk""]","[""Satin/1014/im_2.png"", ""Silk/1014/im_2.png""]",18b54ee89f4f68140df0f3e596200f649fe37c158f6f175f476484f948e4d5d3,118887aceac9b76a,"[""1014""]",SAME_SAMPLE_DIFFERENT_LABEL
EXACT-0180,exact,Satin,Silk,"[""Satin"", ""Silk""]","[""Satin/1014/im_3.png"", ""Silk/1014/im_3.png""]",95e2650aec6d930c08aae55a071a684e20d0a17bf33c7e4cafe10025de67e891,006f327b4dc98eb4,"[""1014""]",SAME_SAMPLE_DIFFERENT_LABEL
EXACT-0181,exact,Satin,Silk,"[""Satin"", ""Silk""]","[""Satin/1014/im_4.png"", ""Silk/1014/im_4.png""]",2b6c873ca8093655df8ff74fd8a79eeebce37d9edef3ea8936a7b6d7fe0ab7f1,213fdf168a9629c4,"[""1014""]",SAME_SAMPLE_DIFFERENT_LABEL
EXACT-0182,exact,Satin,Silk,"[""Satin"", ""Silk""]","[""Satin/1015/im_1.png"", ""Silk/1015/im_1.png""]",fbf9a37951d34d4109303444c78d7b920a447c2893c1149b866eafe53e507280,1422236b787ce1bb,"[""1015""]",SAME_SAMPLE_DIFFERENT_LABEL
EXACT-0183,exact,Satin,Silk,"[""Satin"", ""Silk""]","[""Satin/1015/im_2.png"", ""Silk/1015/im_2.png""]",95cd1db50575d5917e8c9f153ad51b1955664702bf3e193db050f043792b5f02,44db859680ab3dcb,"[""1015""]",SAME_SAMPLE_DIFFERENT_LABEL
EXACT-0184,exact,Satin,Silk,"[""Satin"", ""Silk""]","[""Satin/1015/im_3.png"", ""Silk/1015/im_3.png""]",72d5c4919f70f2165078c2f053e0f16f3cfff11a8e1c0e23dad02d6722e179cf,4081773c3aa67e1e,"[""1015""]",SAME_SAMPLE_DIFFERENT_LABEL
EXACT-0185,exact,Satin,Silk,"[""Satin"", ""Silk""]","[""Satin/1015/im_4.png"", ""Silk/1015/im_4.png""]",369c5628020e99dfde0f38a7a1648d4c418eb2488fa80659bd4f567e925e98bd,225fc1568b3e8acc,"[""1015""]",SAME_SAMPLE_DIFFERENT_LABEL
EXACT-0186,exact,Satin,Silk,"[""Satin"", ""Silk""]","[""Satin/1016/im_1.png"", ""Silk/1016/im_1.png""]",c0ded43afbd9d6a571927878081186b435e323938e0ce8220e2f245d44e2af00,1523226e63ec79d8,"[""1016""]",SAME_SAMPLE_DIFFERENT_LABEL
EXACT-0187,exact,Satin,Silk,"[""Satin"", ""Silk""]","[""Satin/1016/im_2.png"", ""Silk/1016/im_2.png""]",9c818fe234d1ced765b3a09c0225ab86d74405bdceaa25b429b206433321e77d,54d6939583ba3583,"[""1016""]",SAME_SAMPLE_DIFFERENT_LABEL
EXACT-0188,exact,Satin,Silk,"[""Satin"", ""Silk""]","[""Satin/1016/im_3.png"", ""Silk/1016/im_3.png""]",34f0c26622dbf86c592c3dce55997b84d982fdad60a435bbff094f5e28dc9e75,440b637b53257e07,"[""1016""]",SAME_SAMPLE_DIFFERENT_LABEL
EXACT-0189,exact,Satin,Silk,"[""Satin"", ""Silk""]","[""Satin/1016/im_4.png"", ""Silk/1016/im_4.png""]",d4832b32ab04c773455f288ceacbd6962011fbc20203b0060d410160c1a442d7,225fc74c4a788778,"[""1016""]",SAME_SAMPLE_DIFFERENT_LABEL
EXACT-0190,exact,Satin,Silk,"[""Satin"", ""Silk""]","[""Satin/1017/im_1.png"", ""Silk/1017/im_1.png""]",8e398788dd34534d91a22beadaa0bf8d1bf6d14f804236f709d0ac6036f7ebe3,542a236c44793e3f,"[""1017""]",SAME_SAMPLE_DIFFERENT_LABEL
EXACT-0191,exact,Satin,Silk,"[""Satin"", ""Silk""]","[""Satin/1017/im_2.png"", ""Silk/1017/im_2.png""]",4b0ff757a1ae1cdccd61025c4df468f7e9b84cdfcd3d6435873a8917a48f2a47,1596839d8b8666b5,"[""1017""]",SAME_SAMPLE_DIFFERENT_LABEL
EXACT-0192,exact,Satin,Silk,"[""Satin"", ""Silk""]","[""Satin/1017/im_3.png"", ""Silk/1017/im_3.png""]",979881672066b9511cbbf15119bd7055c4d3835adc97b592edce773ffb546a1e,40257ff02c3fcf01,"[""1017""]",SAME_SAMPLE_DIFFERENT_LABEL
EXACT-0193,exact,Satin,Silk,"[""Satin"", ""Silk""]","[""Satin/1017/im_4.png"", ""Silk/1017/im_4.png""]",ff137177bf782a662312482566dea0a3e9dfffe96c77064d906ad30d69f49925,285ed21adf4df440,"[""1017""]",SAME_SAMPLE_DIFFERENT_LABEL
