sample_id,class_name,split,image_count
911,Polyester,train,4
967,Wool,train,4
968,Wool,train,4
969,Wool,test,4
97,Viscose,train,4
970,Wool,test,4
971,Wool,validation,4
972,Wool,train,4
973,Wool,train,4
979,Wool,train,4
98,Viscose,train,4
980,Wool,train,4
981,Wool,train,4
983,Wool,test,4
984,Wool,train,4
985,Wool,train,4
986,Wool,test,4
987,Wool,validation,4
988,Wool,train,4
99,Cotton,validation,4
996,Silk,train,4
997,Silk,test,4
