sample_id,original_folder,original_tag_text,material_components,percentages,garment_type,composition_evidence,source_path,mapped_class,status,review_reasons,image_count,views,exact_duplicate_groups,near_duplicate_groups
1356,Corduroy,"Pants
Cotton 98 Elastane 2 Corduroy   
",Cotton; Elastane,"{""Cotton"": 98.0, ""Elastane"": 2.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Corduroy/1356,,REVIEW,MIXED_COMPOSITION_REVIEW,4,im_1; im_2; im_3; im_4,,
1357,Corduroy,"Pants
Cotton 98 Elastane 2 Corduroy   
",Cotton; Elastane,"{""Cotton"": 98.0, ""Elastane"": 2.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Corduroy/1357,,REVIEW,MIXED_COMPOSITION_REVIEW,4,im_1; im_2; im_3; im_4,,
1358,Corduroy,"Pants
Cotton 98 Elastane 2 Corduroy   
",Cotton; Elastane,"{""Cotton"": 98.0, ""Elastane"": 2.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Corduroy/1358,,REVIEW,MIXED_COMPOSITION_REVIEW,4,im_1; im_2; im_3; im_4,,
1359,Corduroy,"Pants
Cotton 98 Elastane 2 Corduroy   
",Cotton; Elastane,"{""Cotton"": 98.0, ""Elastane"": 2.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Corduroy/1359,,REVIEW,MIXED_COMPOSITION_REVIEW,4,im_1; im_2; im_3; im_4,,
1371,Corduroy,"Pants
Cotton 100 Corduroy?
",Cotton,"{""Cotton"": 100.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Corduroy/1371,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1372,Corduroy,"Pants
Cotton 100 Corduroy?
",Cotton,"{""Cotton"": 100.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Corduroy/1372,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1762,Corduroy,"Pants
Cotton 100 Corduroy?
",Cotton,"{""Cotton"": 100.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Corduroy/1762,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1763,Corduroy,"Pants
Cotton 100 Corduroy?
",Cotton,"{""Cotton"": 100.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Corduroy/1763,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1764,Corduroy,"Pants
Cotton 100 Corduroy?
",Cotton,"{""Cotton"": 100.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Corduroy/1764,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1765,Corduroy,"Pants
Cotton 100 Corduroy?
",Cotton,"{""Cotton"": 100.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Corduroy/1765,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1791,Corduroy,"Shirt
Cotton 100 Corduroy?
",Cotton,"{""Cotton"": 100.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Corduroy/1791,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1792,Corduroy,"Shirt
Cotton 100 Corduroy?
",Cotton,"{""Cotton"": 100.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Corduroy/1792,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1793,Corduroy,"Shirt
Cotton 100 Corduroy?
",Cotton,"{""Cotton"": 100.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Corduroy/1793,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1794,Corduroy,"Shirt
Cotton 100 Corduroy?
",Cotton,"{""Cotton"": 100.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Corduroy/1794,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1816,Corduroy,"Shirt
Cotton 100 Corduroy",Cotton,"{""Cotton"": 100.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Corduroy/1816,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1817,Corduroy,"Shirt
Cotton 100 Corduroy
",Cotton,"{""Cotton"": 100.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Corduroy/1817,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
10,Cotton,"Pants
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/10,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
100,Cotton,"Shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/100,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
101,Cotton,"Shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/101,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
102,Cotton,"Shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/102,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
105,Cotton,"Other
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Other,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/105,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
106,Cotton,"Other
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Other,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/106,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1099,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1099,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
11,Cotton,"Shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/11,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1100,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1100,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1101,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1101,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1107,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1107,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1108,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1108,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1109,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1109,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
111,Cotton,"Pants
Cotton 96 Elastane 4
",Cotton; Elastane,"{""Cotton"": 96.0, ""Elastane"": 4.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/111,,REVIEW,MIXED_COMPOSITION_REVIEW,4,im_1; im_2; im_3; im_4,,
1110,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1110,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
112,Cotton,"Pants
Cotton 96 Elastane 4
",Cotton; Elastane,"{""Cotton"": 96.0, ""Elastane"": 4.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/112,,REVIEW,MIXED_COMPOSITION_REVIEW,4,im_1; im_2; im_3; im_4,,
1121,Cotton,"T-shirt
Cotton 100",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1121,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1122,Cotton,"T-shirt
Cotton 100",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1122,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1123,Cotton,"Shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1123,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1124,Cotton,"Shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1124,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1125,Cotton,"Pants
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1125,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1126,Cotton,"Pants
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1126,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1127,Cotton,"Pants
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1127,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1128,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1128,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1129,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1129,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
113,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/113,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
114,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/114,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1141,Cotton,"Pants
Cotton 98 Elastane 2
",Cotton; Elastane,"{""Cotton"": 98.0, ""Elastane"": 2.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1141,,REVIEW,MIXED_COMPOSITION_REVIEW,4,im_1; im_2; im_3; im_4,,
1142,Cotton,"Pants
Cotton 98 Elastane 2",Cotton; Elastane,"{""Cotton"": 98.0, ""Elastane"": 2.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1142,,REVIEW,MIXED_COMPOSITION_REVIEW,4,im_1; im_2; im_3; im_4,,
1143,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1143,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1144,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1144,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1145,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1145,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1146,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1146,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1147,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1147,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1148,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1148,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1149,Cotton,"Shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1149,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1150,Cotton,"Shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1150,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1151,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1151,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1152,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1152,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1153,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1153,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1154,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1154,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1155,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1155,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1156,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1156,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1157,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1157,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1158,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1158,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1159,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1159,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1160,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1160,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1161,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1161,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1162,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1162,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1163,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1163,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1164,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1164,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1165,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1165,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1166,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1166,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1167,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1167,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1168,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1168,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1169,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1169,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1170,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1170,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1171,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1171,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1172,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1172,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1179,Cotton,"Pants
Cotton 98 Elastane 2
",Cotton; Elastane,"{""Cotton"": 98.0, ""Elastane"": 2.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1179,,REVIEW,MIXED_COMPOSITION_REVIEW,4,im_1; im_2; im_3; im_4,,
1180,Cotton,"Pants
Cotton 98 Elastane 2
",Cotton; Elastane,"{""Cotton"": 98.0, ""Elastane"": 2.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1180,,REVIEW,MIXED_COMPOSITION_REVIEW,4,im_1; im_2; im_3; im_4,,
1181,Cotton,"Pants
Cotton 98 Elastane 2
",Cotton; Elastane,"{""Cotton"": 98.0, ""Elastane"": 2.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1181,,REVIEW,MIXED_COMPOSITION_REVIEW,4,im_1; im_2; im_3; im_4,,
1182,Cotton,"Pants
Cotton 99 Elastane 1
",Cotton; Elastane,"{""Cotton"": 99.0, ""Elastane"": 1.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1182,,REVIEW,MIXED_COMPOSITION_REVIEW,4,im_1; im_2; im_3; im_4,,
1183,Cotton,"Pants
Cotton 99 Elastane 1
",Cotton; Elastane,"{""Cotton"": 99.0, ""Elastane"": 1.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1183,,REVIEW,MIXED_COMPOSITION_REVIEW,4,im_1; im_2; im_3; im_4,,
1184,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1184,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1185,Cotton,"Blouse
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Blouse,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1185,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1188,Cotton,"Pants
Cotton 98 Elastane 2
",Cotton; Elastane,"{""Cotton"": 98.0, ""Elastane"": 2.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1188,,REVIEW,MIXED_COMPOSITION_REVIEW,4,im_1; im_2; im_3; im_4,,
1193,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1193,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1194,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1194,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1195,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1195,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1196,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1196,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1197,Cotton,"Pants
Cotton 98 Elastane 2
",Cotton; Elastane,"{""Cotton"": 98.0, ""Elastane"": 2.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1197,,REVIEW,MIXED_COMPOSITION_REVIEW,4,im_1; im_2; im_3; im_4,,
1198,Cotton,"Pants
Cotton 98 Elastane 2
",Cotton; Elastane,"{""Cotton"": 98.0, ""Elastane"": 2.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1198,,REVIEW,MIXED_COMPOSITION_REVIEW,4,im_1; im_2; im_3; im_4,,
1199,Cotton,"Pants
Cotton 98 Elastane 2
",Cotton; Elastane,"{""Cotton"": 98.0, ""Elastane"": 2.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1199,,REVIEW,MIXED_COMPOSITION_REVIEW,4,im_1; im_2; im_3; im_4,,
120,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/120,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1200,Cotton,"Pants
Cotton 92 Polyester 6 Elastane 2
",Cotton; Elastane; Polyester,"{""Cotton"": 92.0, ""Polyester"": 6.0, ""Elastane"": 2.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1200,,REVIEW,MIXED_COMPOSITION_REVIEW,4,im_1; im_2; im_3; im_4,,
1201,Cotton,"Pants
Cotton 92 Polyester 6 Elastane 2
",Cotton; Elastane; Polyester,"{""Cotton"": 92.0, ""Polyester"": 6.0, ""Elastane"": 2.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1201,,REVIEW,MIXED_COMPOSITION_REVIEW,4,im_1; im_2; im_3; im_4,,
1202,Cotton,"Pants
Cotton 92 Polyester 6 Elastane 2
",Cotton; Elastane; Polyester,"{""Cotton"": 92.0, ""Polyester"": 6.0, ""Elastane"": 2.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1202,,REVIEW,MIXED_COMPOSITION_REVIEW,4,im_1; im_2; im_3; im_4,,
121,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/121,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1210,Cotton,"Other
Cotton 100 scarf   
",Cotton,"{""Cotton"": 100.0}",Other,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1210,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1211,Cotton,"Other
Cotton 100 scarf   
",Cotton,"{""Cotton"": 100.0}",Other,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1211,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1212,Cotton,"Other
Cotton 100 scarf   
",Cotton,"{""Cotton"": 100.0}",Other,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1212,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1213,Cotton,"Other
Cotton 100 scarf   
",Cotton,"{""Cotton"": 100.0}",Other,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1213,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1216,Cotton,"Jacket
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Jacket,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1216,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1217,Cotton,"Jacket
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Jacket,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1217,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1218,Cotton,"Jacket
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Jacket,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1218,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1219,Cotton,"Jacket
Cotton 100
",Cotton,"{""Cotton"": 100.0}",Jacket,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1219,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
122,Cotton,"T-shirt
Cotton 100
",Cotton,"{""Cotton"": 100.0}",T-shirt,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/122,Cotton,ACCEPTED,,4,im_1; im_2; im_3; im_4,,
1220,Cotton,"Pants
Cotton 92 Polyester 6 Elastane 2
",Cotton; Elastane; Polyester,"{""Cotton"": 92.0, ""Polyester"": 6.0, ""Elastane"": 2.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1220,,REVIEW,MIXED_COMPOSITION_REVIEW,4,im_1; im_2; im_3; im_4,,
1221,Cotton,"Pants
Cotton 92 Polyester 6 Elastane 2
",Cotton; Elastane; Polyester,"{""Cotton"": 92.0, ""Polyester"": 6.0, ""Elastane"": 2.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1221,,REVIEW,MIXED_COMPOSITION_REVIEW,4,im_1; im_2; im_3; im_4,,
1222,Cotton,"Pants
Cotton 92 Polyester 6 Elastane 2
",Cotton; Elastane; Polyester,"{""Cotton"": 92.0, ""Polyester"": 6.0, ""Elastane"": 2.0}",Pants,manufacturer-style tag.txt,Backend/datasets/ibug_fabrics/Cotton/1222,,REVIEW,MIXED_COMPOSITION_REVIEW,4,im_1; im_2; im_3; im_4,,
